Rp_low, Rp_high, Rp_mid, Per_low, Per_hi, Per_mid, Occ
(REarth), (REarth), (REarth), (Days), (Days)(Days), per_M_dwarf
   0.500,    0.571,    0.536,    0.500,    0.564,    0.531,  1.744E-05
   0.571,    0.643,    0.607,    0.500,    0.564,    0.531,  2.819E-05
   0.643,    0.714,    0.679,    0.500,    0.564,    0.531,  4.975E-05
   0.714,    0.786,    0.750,    0.500,    0.564,    0.531,  8.580E-05
   0.786,    0.857,    0.821,    0.500,    0.564,    0.531,  1.400E-04
   0.857,    0.929,    0.893,    0.500,    0.564,    0.531,  2.034E-04
   0.929,    1.000,    0.964,    0.500,    0.564,    0.531,  2.335E-04
   1.000,    1.071,    1.036,    0.500,    0.564,    0.531,  2.027E-04
   1.071,    1.143,    1.107,    0.500,    0.564,    0.531,  1.455E-04
   1.143,    1.214,    1.179,    0.500,    0.564,    0.531,  9.362E-05
   1.214,    1.286,    1.250,    0.500,    0.564,    0.531,  6.439E-05
   1.286,    1.357,    1.321,    0.500,    0.564,    0.531,  4.952E-05
   1.357,    1.429,    1.393,    0.500,    0.564,    0.531,  3.776E-05
   1.429,    1.500,    1.464,    0.500,    0.564,    0.531,  2.729E-05
   1.500,    1.571,    1.536,    0.500,    0.564,    0.531,  1.930E-05
   1.571,    1.643,    1.607,    0.500,    0.564,    0.531,  1.269E-05
   1.643,    1.714,    1.679,    0.500,    0.564,    0.531,  8.318E-06
   1.714,    1.786,    1.750,    0.500,    0.564,    0.531,  5.255E-06
   1.786,    1.857,    1.821,    0.500,    0.564,    0.531,  3.226E-06
   1.857,    1.929,    1.893,    0.500,    0.564,    0.531,  1.982E-06
   1.929,    2.000,    1.964,    0.500,    0.564,    0.531,  1.202E-06
   2.000,    2.071,    2.036,    0.500,    0.564,    0.531,  7.520E-07
   2.071,    2.143,    2.107,    0.500,    0.564,    0.531,  4.402E-07
   2.143,    2.214,    2.179,    0.500,    0.564,    0.531,  2.520E-07
   2.214,    2.286,    2.250,    0.500,    0.564,    0.531,  1.538E-07
   2.286,    2.357,    2.321,    0.500,    0.564,    0.531,  8.348E-08
   2.357,    2.429,    2.393,    0.500,    0.564,    0.531,  4.336E-08
   2.429,    2.500,    2.464,    0.500,    0.564,    0.531,  1.904E-08
   2.500,    2.571,    2.536,    0.500,    0.564,    0.531,  1.456E-08
   2.571,    2.643,    2.607,    0.500,    0.564,    0.531,  4.759E-09
   2.643,    2.714,    2.679,    0.500,    0.564,    0.531,  3.639E-09
   2.714,    2.786,    2.750,    0.500,    0.564,    0.531,  1.679E-09
   2.786,    2.857,    2.821,    0.500,    0.564,    0.531,  1.399E-09
   2.857,    2.929,    2.893,    0.500,    0.564,    0.531,  2.799E-10
   2.929,    3.000,    2.964,    0.500,    0.564,    0.531,  2.798E-10
   3.000,    3.071,    3.036,    0.500,    0.564,    0.531,  5.597E-10
   3.071,    3.143,    3.107,    0.500,    0.564,    0.531,  0.000E+00
   3.143,    3.214,    3.179,    0.500,    0.564,    0.531,  0.000E+00
   3.214,    3.286,    3.250,    0.500,    0.564,    0.531,  0.000E+00
   3.286,    3.357,    3.321,    0.500,    0.564,    0.531,  0.000E+00
   3.357,    3.429,    3.393,    0.500,    0.564,    0.531,  0.000E+00
   3.429,    3.500,    3.464,    0.500,    0.564,    0.531,  0.000E+00
   3.500,    3.571,    3.536,    0.500,    0.564,    0.531,  0.000E+00
   3.571,    3.643,    3.607,    0.500,    0.564,    0.531,  0.000E+00
   3.643,    3.714,    3.679,    0.500,    0.564,    0.531,  0.000E+00
   3.714,    3.786,    3.750,    0.500,    0.564,    0.531,  0.000E+00
   3.786,    3.857,    3.821,    0.500,    0.564,    0.531,  0.000E+00
   3.857,    3.929,    3.893,    0.500,    0.564,    0.531,  0.000E+00
   3.929,    4.000,    3.964,    0.500,    0.564,    0.531,  0.000E+00
   0.500,    0.571,    0.536,    0.564,    0.635,    0.598,  1.385E-05
   0.571,    0.643,    0.607,    0.564,    0.635,    0.598,  2.247E-05
   0.643,    0.714,    0.679,    0.564,    0.635,    0.598,  4.678E-05
   0.714,    0.786,    0.750,    0.564,    0.635,    0.598,  9.133E-05
   0.786,    0.857,    0.821,    0.564,    0.635,    0.598,  1.602E-04
   0.857,    0.929,    0.893,    0.564,    0.635,    0.598,  2.263E-04
   0.929,    1.000,    0.964,    0.564,    0.635,    0.598,  2.681E-04
   1.000,    1.071,    1.036,    0.564,    0.635,    0.598,  2.376E-04
   1.071,    1.143,    1.107,    0.564,    0.635,    0.598,  1.722E-04
   1.143,    1.214,    1.179,    0.564,    0.635,    0.598,  1.232E-04
   1.214,    1.286,    1.250,    0.564,    0.635,    0.598,  9.209E-05
   1.286,    1.357,    1.321,    0.564,    0.635,    0.598,  7.708E-05
   1.357,    1.429,    1.393,    0.564,    0.635,    0.598,  6.087E-05
   1.429,    1.500,    1.464,    0.564,    0.635,    0.598,  4.550E-05
   1.500,    1.571,    1.536,    0.564,    0.635,    0.598,  3.214E-05
   1.571,    1.643,    1.607,    0.564,    0.635,    0.598,  2.172E-05
   1.643,    1.714,    1.679,    0.564,    0.635,    0.598,  1.407E-05
   1.714,    1.786,    1.750,    0.564,    0.635,    0.598,  9.059E-06
   1.786,    1.857,    1.821,    0.564,    0.635,    0.598,  5.680E-06
   1.857,    1.929,    1.893,    0.564,    0.635,    0.598,  3.513E-06
   1.929,    2.000,    1.964,    0.564,    0.635,    0.598,  2.197E-06
   2.000,    2.071,    2.036,    0.564,    0.635,    0.598,  1.308E-06
   2.071,    2.143,    2.107,    0.564,    0.635,    0.598,  8.072E-07
   2.143,    2.214,    2.179,    0.564,    0.635,    0.598,  4.823E-07
   2.214,    2.286,    2.250,    0.564,    0.635,    0.598,  2.929E-07
   2.286,    2.357,    2.321,    0.564,    0.635,    0.598,  1.436E-07
   2.357,    2.429,    2.393,    0.564,    0.635,    0.598,  8.716E-08
   2.429,    2.500,    2.464,    0.564,    0.635,    0.598,  5.378E-08
   2.500,    2.571,    2.536,    0.564,    0.635,    0.598,  2.668E-08
   2.571,    2.643,    2.607,    0.564,    0.635,    0.598,  1.245E-08
   2.643,    2.714,    2.679,    0.564,    0.635,    0.598,  8.493E-09
   2.714,    2.786,    2.750,    0.564,    0.635,    0.598,  5.760E-09
   2.786,    2.857,    2.821,    0.564,    0.635,    0.598,  1.517E-09
   2.857,    2.929,    2.893,    0.564,    0.635,    0.598,  1.818E-09
   2.929,    3.000,    2.964,    0.564,    0.635,    0.598,  3.032E-10
   3.000,    3.071,    3.036,    0.564,    0.635,    0.598,  0.000E+00
   3.071,    3.143,    3.107,    0.564,    0.635,    0.598,  0.000E+00
   3.143,    3.214,    3.179,    0.564,    0.635,    0.598,  0.000E+00
   3.214,    3.286,    3.250,    0.564,    0.635,    0.598,  0.000E+00
   3.286,    3.357,    3.321,    0.564,    0.635,    0.598,  0.000E+00
   3.357,    3.429,    3.393,    0.564,    0.635,    0.598,  0.000E+00
   3.429,    3.500,    3.464,    0.564,    0.635,    0.598,  0.000E+00
   3.500,    3.571,    3.536,    0.564,    0.635,    0.598,  0.000E+00
   3.571,    3.643,    3.607,    0.564,    0.635,    0.598,  0.000E+00
   3.643,    3.714,    3.679,    0.564,    0.635,    0.598,  0.000E+00
   3.714,    3.786,    3.750,    0.564,    0.635,    0.598,  0.000E+00
   3.786,    3.857,    3.821,    0.564,    0.635,    0.598,  0.000E+00
   3.857,    3.929,    3.893,    0.564,    0.635,    0.598,  0.000E+00
   3.929,    4.000,    3.964,    0.564,    0.635,    0.598,  0.000E+00
   0.500,    0.571,    0.536,    0.635,    0.716,    0.675,  9.206E-06
   0.571,    0.643,    0.607,    0.635,    0.716,    0.675,  1.920E-05
   0.643,    0.714,    0.679,    0.635,    0.716,    0.675,  4.257E-05
   0.714,    0.786,    0.750,    0.635,    0.716,    0.675,  9.278E-05
   0.786,    0.857,    0.821,    0.635,    0.716,    0.675,  1.675E-04
   0.857,    0.929,    0.893,    0.635,    0.716,    0.675,  2.378E-04
   0.929,    1.000,    0.964,    0.635,    0.716,    0.675,  2.693E-04
   1.000,    1.071,    1.036,    0.635,    0.716,    0.675,  2.416E-04
   1.071,    1.143,    1.107,    0.635,    0.716,    0.675,  1.869E-04
   1.143,    1.214,    1.179,    0.635,    0.716,    0.675,  1.416E-04
   1.214,    1.286,    1.250,    0.635,    0.716,    0.675,  1.165E-04
   1.286,    1.357,    1.321,    0.635,    0.716,    0.675,  1.045E-04
   1.357,    1.429,    1.393,    0.635,    0.716,    0.675,  8.365E-05
   1.429,    1.500,    1.464,    0.635,    0.716,    0.675,  6.347E-05
   1.500,    1.571,    1.536,    0.635,    0.716,    0.675,  4.503E-05
   1.571,    1.643,    1.607,    0.635,    0.716,    0.675,  3.002E-05
   1.643,    1.714,    1.679,    0.635,    0.716,    0.675,  1.948E-05
   1.714,    1.786,    1.750,    0.635,    0.716,    0.675,  1.226E-05
   1.786,    1.857,    1.821,    0.635,    0.716,    0.675,  7.436E-06
   1.857,    1.929,    1.893,    0.635,    0.716,    0.675,  4.607E-06
   1.929,    2.000,    1.964,    0.635,    0.716,    0.675,  2.787E-06
   2.000,    2.071,    2.036,    0.635,    0.716,    0.675,  1.697E-06
   2.071,    2.143,    2.107,    0.635,    0.716,    0.675,  1.068E-06
   2.143,    2.214,    2.179,    0.635,    0.716,    0.675,  6.240E-07
   2.214,    2.286,    2.250,    0.635,    0.716,    0.675,  3.826E-07
   2.286,    2.357,    2.321,    0.635,    0.716,    0.675,  2.286E-07
   2.357,    2.429,    2.393,    0.635,    0.716,    0.675,  1.165E-07
   2.429,    2.500,    2.464,    0.635,    0.716,    0.675,  6.969E-08
   2.500,    2.571,    2.536,    0.635,    0.716,    0.675,  3.942E-08
   2.571,    2.643,    2.607,    0.635,    0.716,    0.675,  2.201E-08
   2.643,    2.714,    2.679,    0.635,    0.716,    0.675,  1.248E-08
   2.714,    2.786,    2.750,    0.635,    0.716,    0.675,  8.540E-09
   2.786,    2.857,    2.821,    0.635,    0.716,    0.675,  2.955E-09
   2.857,    2.929,    2.893,    0.635,    0.716,    0.675,  1.971E-09
   2.929,    3.000,    2.964,    0.635,    0.716,    0.675,  3.287E-10
   3.000,    3.071,    3.036,    0.635,    0.716,    0.675,  9.846E-10
   3.071,    3.143,    3.107,    0.635,    0.716,    0.675,  1.313E-09
   3.143,    3.214,    3.179,    0.635,    0.716,    0.675,  0.000E+00
   3.214,    3.286,    3.250,    0.635,    0.716,    0.675,  0.000E+00
   3.286,    3.357,    3.321,    0.635,    0.716,    0.675,  0.000E+00
   3.357,    3.429,    3.393,    0.635,    0.716,    0.675,  0.000E+00
   3.429,    3.500,    3.464,    0.635,    0.716,    0.675,  0.000E+00
   3.500,    3.571,    3.536,    0.635,    0.716,    0.675,  0.000E+00
   3.571,    3.643,    3.607,    0.635,    0.716,    0.675,  0.000E+00
   3.643,    3.714,    3.679,    0.635,    0.716,    0.675,  0.000E+00
   3.714,    3.786,    3.750,    0.635,    0.716,    0.675,  0.000E+00
   3.786,    3.857,    3.821,    0.635,    0.716,    0.675,  0.000E+00
   3.857,    3.929,    3.893,    0.635,    0.716,    0.675,  0.000E+00
   3.929,    4.000,    3.964,    0.635,    0.716,    0.675,  0.000E+00
   0.500,    0.571,    0.536,    0.716,    0.807,    0.761,  1.063E-05
   0.571,    0.643,    0.607,    0.716,    0.807,    0.761,  1.897E-05
   0.643,    0.714,    0.679,    0.716,    0.807,    0.761,  4.699E-05
   0.714,    0.786,    0.750,    0.716,    0.807,    0.761,  9.412E-05
   0.786,    0.857,    0.821,    0.716,    0.807,    0.761,  1.666E-04
   0.857,    0.929,    0.893,    0.716,    0.807,    0.761,  2.236E-04
   0.929,    1.000,    0.964,    0.716,    0.807,    0.761,  2.454E-04
   1.000,    1.071,    1.036,    0.716,    0.807,    0.761,  2.261E-04
   1.071,    1.143,    1.107,    0.716,    0.807,    0.761,  1.848E-04
   1.143,    1.214,    1.179,    0.716,    0.807,    0.761,  1.592E-04
   1.214,    1.286,    1.250,    0.716,    0.807,    0.761,  1.454E-04
   1.286,    1.357,    1.321,    0.716,    0.807,    0.761,  1.337E-04
   1.357,    1.429,    1.393,    0.716,    0.807,    0.761,  1.108E-04
   1.429,    1.500,    1.464,    0.716,    0.807,    0.761,  8.420E-05
   1.500,    1.571,    1.536,    0.716,    0.807,    0.761,  5.859E-05
   1.571,    1.643,    1.607,    0.716,    0.807,    0.761,  3.857E-05
   1.643,    1.714,    1.679,    0.716,    0.807,    0.761,  2.390E-05
   1.714,    1.786,    1.750,    0.716,    0.807,    0.761,  1.416E-05
   1.786,    1.857,    1.821,    0.716,    0.807,    0.761,  8.525E-06
   1.857,    1.929,    1.893,    0.716,    0.807,    0.761,  4.930E-06
   1.929,    2.000,    1.964,    0.716,    0.807,    0.761,  2.996E-06
   2.000,    2.071,    2.036,    0.716,    0.807,    0.761,  1.823E-06
   2.071,    2.143,    2.107,    0.716,    0.807,    0.761,  1.090E-06
   2.143,    2.214,    2.179,    0.716,    0.807,    0.761,  6.651E-07
   2.214,    2.286,    2.250,    0.716,    0.807,    0.761,  3.948E-07
   2.286,    2.357,    2.321,    0.716,    0.807,    0.761,  2.433E-07
   2.357,    2.429,    2.393,    0.716,    0.807,    0.761,  1.442E-07
   2.429,    2.500,    2.464,    0.716,    0.807,    0.761,  7.611E-08
   2.500,    2.571,    2.536,    0.716,    0.807,    0.761,  4.388E-08
   2.571,    2.643,    2.607,    0.716,    0.807,    0.761,  1.744E-08
   2.643,    2.714,    2.679,    0.716,    0.807,    0.761,  1.068E-08
   2.714,    2.786,    2.750,    0.716,    0.807,    0.761,  5.337E-09
   2.786,    2.857,    2.821,    0.716,    0.807,    0.761,  3.560E-09
   2.857,    2.929,    2.893,    0.716,    0.807,    0.761,  1.067E-09
   2.929,    3.000,    2.964,    0.716,    0.807,    0.761,  3.561E-10
   3.000,    3.071,    3.036,    0.716,    0.807,    0.761,  7.115E-10
   3.071,    3.143,    3.107,    0.716,    0.807,    0.761,  0.000E+00
   3.143,    3.214,    3.179,    0.716,    0.807,    0.761,  0.000E+00
   3.214,    3.286,    3.250,    0.716,    0.807,    0.761,  0.000E+00
   3.286,    3.357,    3.321,    0.716,    0.807,    0.761,  0.000E+00
   3.357,    3.429,    3.393,    0.716,    0.807,    0.761,  0.000E+00
   3.429,    3.500,    3.464,    0.716,    0.807,    0.761,  0.000E+00
   3.500,    3.571,    3.536,    0.716,    0.807,    0.761,  0.000E+00
   3.571,    3.643,    3.607,    0.716,    0.807,    0.761,  0.000E+00
   3.643,    3.714,    3.679,    0.716,    0.807,    0.761,  0.000E+00
   3.714,    3.786,    3.750,    0.716,    0.807,    0.761,  0.000E+00
   3.786,    3.857,    3.821,    0.716,    0.807,    0.761,  0.000E+00
   3.857,    3.929,    3.893,    0.716,    0.807,    0.761,  0.000E+00
   3.929,    4.000,    3.964,    0.716,    0.807,    0.761,  5.861E-10
   0.500,    0.571,    0.536,    0.807,    0.910,    0.857,  2.293E-05
   0.571,    0.643,    0.607,    0.807,    0.910,    0.857,  2.977E-05
   0.643,    0.714,    0.679,    0.807,    0.910,    0.857,  5.503E-05
   0.714,    0.786,    0.750,    0.807,    0.910,    0.857,  9.576E-05
   0.786,    0.857,    0.821,    0.807,    0.910,    0.857,  1.460E-04
   0.857,    0.929,    0.893,    0.807,    0.910,    0.857,  1.892E-04
   0.929,    1.000,    0.964,    0.807,    0.910,    0.857,  2.009E-04
   1.000,    1.071,    1.036,    0.807,    0.910,    0.857,  1.964E-04
   1.071,    1.143,    1.107,    0.807,    0.910,    0.857,  1.830E-04
   1.143,    1.214,    1.179,    0.807,    0.910,    0.857,  1.849E-04
   1.214,    1.286,    1.250,    0.807,    0.910,    0.857,  1.811E-04
   1.286,    1.357,    1.321,    0.807,    0.910,    0.857,  1.729E-04
   1.357,    1.429,    1.393,    0.807,    0.910,    0.857,  1.484E-04
   1.429,    1.500,    1.464,    0.807,    0.910,    0.857,  1.144E-04
   1.500,    1.571,    1.536,    0.807,    0.910,    0.857,  8.090E-05
   1.571,    1.643,    1.607,    0.807,    0.910,    0.857,  5.175E-05
   1.643,    1.714,    1.679,    0.807,    0.910,    0.857,  3.153E-05
   1.714,    1.786,    1.750,    0.807,    0.910,    0.857,  1.802E-05
   1.786,    1.857,    1.821,    0.807,    0.910,    0.857,  1.021E-05
   1.857,    1.929,    1.893,    0.807,    0.910,    0.857,  5.567E-06
   1.929,    2.000,    1.964,    0.807,    0.910,    0.857,  3.026E-06
   2.000,    2.071,    2.036,    0.807,    0.910,    0.857,  1.823E-06
   2.071,    2.143,    2.107,    0.807,    0.910,    0.857,  1.048E-06
   2.143,    2.214,    2.179,    0.807,    0.910,    0.857,  5.801E-07
   2.214,    2.286,    2.250,    0.807,    0.910,    0.857,  3.420E-07
   2.286,    2.357,    2.321,    0.807,    0.910,    0.857,  1.867E-07
   2.357,    2.429,    2.393,    0.807,    0.910,    0.857,  1.079E-07
   2.429,    2.500,    2.464,    0.807,    0.910,    0.857,  5.826E-08
   2.500,    2.571,    2.536,    0.807,    0.910,    0.857,  3.772E-08
   2.571,    2.643,    2.607,    0.807,    0.910,    0.857,  1.844E-08
   2.643,    2.714,    2.679,    0.807,    0.910,    0.857,  8.642E-09
   2.714,    2.786,    2.750,    0.807,    0.910,    0.857,  4.477E-09
   2.786,    2.857,    2.821,    0.807,    0.910,    0.857,  7.715E-10
   2.857,    2.929,    2.893,    0.807,    0.910,    0.857,  6.194E-10
   2.929,    3.000,    2.964,    0.807,    0.910,    0.857,  2.773E-09
   3.000,    3.071,    3.036,    0.807,    0.910,    0.857,  6.950E-10
   3.071,    3.143,    3.107,    0.807,    0.910,    0.857,  9.360E-10
   3.143,    3.214,    3.179,    0.807,    0.910,    0.857,  9.279E-10
   3.214,    3.286,    3.250,    0.807,    0.910,    0.857,  9.357E-10
   3.286,    3.357,    3.321,    0.807,    0.910,    0.857,  0.000E+00
   3.357,    3.429,    3.393,    0.807,    0.910,    0.857,  6.186E-10
   3.429,    3.500,    3.464,    0.807,    0.910,    0.857,  0.000E+00
   3.500,    3.571,    3.536,    0.807,    0.910,    0.857,  1.253E-09
   3.571,    3.643,    3.607,    0.807,    0.910,    0.857,  0.000E+00
   3.643,    3.714,    3.679,    0.807,    0.910,    0.857,  3.173E-10
   3.714,    3.786,    3.750,    0.807,    0.910,    0.857,  1.261E-09
   3.786,    3.857,    3.821,    0.807,    0.910,    0.857,  3.174E-10
   3.857,    3.929,    3.893,    0.807,    0.910,    0.857,  6.267E-10
   3.929,    4.000,    3.964,    0.807,    0.910,    0.857,  1.587E-09
   0.500,    0.571,    0.536,    0.910,    1.026,    0.966,  4.108E-05
   0.571,    0.643,    0.607,    0.910,    1.026,    0.966,  5.905E-05
   0.643,    0.714,    0.679,    0.910,    1.026,    0.966,  8.349E-05
   0.714,    0.786,    0.750,    0.910,    1.026,    0.966,  1.270E-04
   0.786,    0.857,    0.821,    0.910,    1.026,    0.966,  1.818E-04
   0.857,    0.929,    0.893,    0.910,    1.026,    0.966,  2.168E-04
   0.929,    1.000,    0.964,    0.910,    1.026,    0.966,  2.271E-04
   1.000,    1.071,    1.036,    0.910,    1.026,    0.966,  2.189E-04
   1.071,    1.143,    1.107,    0.910,    1.026,    0.966,  2.185E-04
   1.143,    1.214,    1.179,    0.910,    1.026,    0.966,  2.251E-04
   1.214,    1.286,    1.250,    0.910,    1.026,    0.966,  2.254E-04
   1.286,    1.357,    1.321,    0.910,    1.026,    0.966,  2.232E-04
   1.357,    1.429,    1.393,    0.910,    1.026,    0.966,  1.946E-04
   1.429,    1.500,    1.464,    0.910,    1.026,    0.966,  1.543E-04
   1.500,    1.571,    1.536,    0.910,    1.026,    0.966,  1.111E-04
   1.571,    1.643,    1.607,    0.910,    1.026,    0.966,  7.394E-05
   1.643,    1.714,    1.679,    0.910,    1.026,    0.966,  4.454E-05
   1.714,    1.786,    1.750,    0.910,    1.026,    0.966,  2.528E-05
   1.786,    1.857,    1.821,    0.910,    1.026,    0.966,  1.364E-05
   1.857,    1.929,    1.893,    0.910,    1.026,    0.966,  7.260E-06
   1.929,    2.000,    1.964,    0.910,    1.026,    0.966,  3.837E-06
   2.000,    2.071,    2.036,    0.910,    1.026,    0.966,  2.243E-06
   2.071,    2.143,    2.107,    0.910,    1.026,    0.966,  1.160E-06
   2.143,    2.214,    2.179,    0.910,    1.026,    0.966,  6.298E-07
   2.214,    2.286,    2.250,    0.910,    1.026,    0.966,  3.697E-07
   2.286,    2.357,    2.321,    0.910,    1.026,    0.966,  2.010E-07
   2.357,    2.429,    2.393,    0.910,    1.026,    0.966,  1.108E-07
   2.429,    2.500,    2.464,    0.910,    1.026,    0.966,  6.220E-08
   2.500,    2.571,    2.536,    0.910,    1.026,    0.966,  4.325E-08
   2.571,    2.643,    2.607,    0.910,    1.026,    0.966,  2.286E-08
   2.643,    2.714,    2.679,    0.910,    1.026,    0.966,  1.830E-08
   2.714,    2.786,    2.750,    0.910,    1.026,    0.966,  1.328E-08
   2.786,    2.857,    2.821,    0.910,    1.026,    0.966,  8.183E-09
   2.857,    2.929,    2.893,    0.910,    1.026,    0.966,  3.774E-09
   2.929,    3.000,    2.964,    0.910,    1.026,    0.966,  5.717E-09
   3.000,    3.071,    3.036,    0.910,    1.026,    0.966,  5.959E-08
   3.071,    3.143,    3.107,    0.910,    1.026,    0.966,  4.696E-09
   3.143,    3.214,    3.179,    0.910,    1.026,    0.966,  3.721E-09
   3.214,    3.286,    3.250,    0.910,    1.026,    0.966,  3.072E-09
   3.286,    3.357,    3.321,    0.910,    1.026,    0.966,  1.358E-09
   3.357,    3.429,    3.393,    0.910,    1.026,    0.966,  2.363E-09
   3.429,    3.500,    3.464,    0.910,    1.026,    0.966,  2.372E-09
   3.500,    3.571,    3.536,    0.910,    1.026,    0.966,  2.046E-09
   3.571,    3.643,    3.607,    0.910,    1.026,    0.966,  3.754E-09
   3.643,    3.714,    3.679,    0.910,    1.026,    0.966,  2.734E-09
   3.714,    3.786,    3.750,    0.910,    1.026,    0.966,  6.893E-10
   3.786,    3.857,    3.821,    0.910,    1.026,    0.966,  1.720E-09
   3.857,    3.929,    3.893,    0.910,    1.026,    0.966,  2.407E-09
   3.929,    4.000,    3.964,    0.910,    1.026,    0.966,  5.694E-08
   0.500,    0.571,    0.536,    1.026,    1.157,    1.090,  8.891E-05
   0.571,    0.643,    0.607,    1.026,    1.157,    1.090,  1.164E-04
   0.643,    0.714,    0.679,    1.026,    1.157,    1.090,  1.542E-04
   0.714,    0.786,    0.750,    1.026,    1.157,    1.090,  2.161E-04
   0.786,    0.857,    0.821,    1.026,    1.157,    1.090,  2.948E-04
   0.857,    0.929,    0.893,    1.026,    1.157,    1.090,  3.403E-04
   0.929,    1.000,    0.964,    1.026,    1.157,    1.090,  3.385E-04
   1.000,    1.071,    1.036,    1.026,    1.157,    1.090,  3.080E-04
   1.071,    1.143,    1.107,    1.026,    1.157,    1.090,  2.962E-04
   1.143,    1.214,    1.179,    1.026,    1.157,    1.090,  2.976E-04
   1.214,    1.286,    1.250,    1.026,    1.157,    1.090,  2.891E-04
   1.286,    1.357,    1.321,    1.026,    1.157,    1.090,  2.855E-04
   1.357,    1.429,    1.393,    1.026,    1.157,    1.090,  2.509E-04
   1.429,    1.500,    1.464,    1.026,    1.157,    1.090,  2.062E-04
   1.500,    1.571,    1.536,    1.026,    1.157,    1.090,  1.521E-04
   1.571,    1.643,    1.607,    1.026,    1.157,    1.090,  1.042E-04
   1.643,    1.714,    1.679,    1.026,    1.157,    1.090,  6.418E-05
   1.714,    1.786,    1.750,    1.026,    1.157,    1.090,  3.729E-05
   1.786,    1.857,    1.821,    1.026,    1.157,    1.090,  1.998E-05
   1.857,    1.929,    1.893,    1.026,    1.157,    1.090,  1.035E-05
   1.929,    2.000,    1.964,    1.026,    1.157,    1.090,  5.302E-06
   2.000,    2.071,    2.036,    1.026,    1.157,    1.090,  2.817E-06
   2.071,    2.143,    2.107,    1.026,    1.157,    1.090,  1.448E-06
   2.143,    2.214,    2.179,    1.026,    1.157,    1.090,  7.893E-07
   2.214,    2.286,    2.250,    1.026,    1.157,    1.090,  4.504E-07
   2.286,    2.357,    2.321,    1.026,    1.157,    1.090,  2.565E-07
   2.357,    2.429,    2.393,    1.026,    1.157,    1.090,  1.576E-07
   2.429,    2.500,    2.464,    1.026,    1.157,    1.090,  1.246E-07
   2.500,    2.571,    2.536,    1.026,    1.157,    1.090,  7.969E-08
   2.571,    2.643,    2.607,    1.026,    1.157,    1.090,  6.298E-08
   2.643,    2.714,    2.679,    1.026,    1.157,    1.090,  5.958E-08
   2.714,    2.786,    2.750,    1.026,    1.157,    1.090,  4.261E-08
   2.786,    2.857,    2.821,    1.026,    1.157,    1.090,  4.186E-08
   2.857,    2.929,    2.893,    1.026,    1.157,    1.090,  3.058E-08
   2.929,    3.000,    2.964,    1.026,    1.157,    1.090,  2.812E-08
   3.000,    3.071,    3.036,    1.026,    1.157,    1.090,  2.330E-08
   3.071,    3.143,    3.107,    1.026,    1.157,    1.090,  7.986E-08
   3.143,    3.214,    3.179,    1.026,    1.157,    1.090,  7.921E-08
   3.214,    3.286,    3.250,    1.026,    1.157,    1.090,  1.423E-08
   3.286,    3.357,    3.321,    1.026,    1.157,    1.090,  7.123E-08
   3.357,    3.429,    3.393,    1.026,    1.157,    1.090,  7.101E-08
   3.429,    3.500,    3.464,    1.026,    1.157,    1.090,  1.305E-07
   3.500,    3.571,    3.536,    1.026,    1.157,    1.090,  3.103E-07
   3.571,    3.643,    3.607,    1.026,    1.157,    1.090,  1.112E-08
   3.643,    3.714,    3.679,    1.026,    1.157,    1.090,  1.282E-07
   3.714,    3.786,    3.750,    1.026,    1.157,    1.090,  6.984E-08
   3.786,    3.857,    3.821,    1.026,    1.157,    1.090,  1.039E-08
   3.857,    3.929,    3.893,    1.026,    1.157,    1.090,  1.900E-07
   3.929,    4.000,    3.964,    1.026,    1.157,    1.090,  1.490E-08
   0.500,    0.571,    0.536,    1.157,    1.304,    1.228,  1.648E-04
   0.571,    0.643,    0.607,    1.157,    1.304,    1.228,  2.185E-04
   0.643,    0.714,    0.679,    1.157,    1.304,    1.228,  2.636E-04
   0.714,    0.786,    0.750,    1.157,    1.304,    1.228,  3.578E-04
   0.786,    0.857,    0.821,    1.157,    1.304,    1.228,  4.887E-04
   0.857,    0.929,    0.893,    1.157,    1.304,    1.228,  5.598E-04
   0.929,    1.000,    0.964,    1.157,    1.304,    1.228,  5.360E-04
   1.000,    1.071,    1.036,    1.157,    1.304,    1.228,  4.757E-04
   1.071,    1.143,    1.107,    1.157,    1.304,    1.228,  4.301E-04
   1.143,    1.214,    1.179,    1.157,    1.304,    1.228,  3.973E-04
   1.214,    1.286,    1.250,    1.157,    1.304,    1.228,  3.726E-04
   1.286,    1.357,    1.321,    1.157,    1.304,    1.228,  3.615E-04
   1.357,    1.429,    1.393,    1.157,    1.304,    1.228,  3.216E-04
   1.429,    1.500,    1.464,    1.157,    1.304,    1.228,  2.660E-04
   1.500,    1.571,    1.536,    1.157,    1.304,    1.228,  1.980E-04
   1.571,    1.643,    1.607,    1.157,    1.304,    1.228,  1.371E-04
   1.643,    1.714,    1.679,    1.157,    1.304,    1.228,  8.682E-05
   1.714,    1.786,    1.750,    1.157,    1.304,    1.228,  5.193E-05
   1.786,    1.857,    1.821,    1.157,    1.304,    1.228,  2.885E-05
   1.857,    1.929,    1.893,    1.157,    1.304,    1.228,  1.555E-05
   1.929,    2.000,    1.964,    1.157,    1.304,    1.228,  8.340E-06
   2.000,    2.071,    2.036,    1.157,    1.304,    1.228,  4.549E-06
   2.071,    2.143,    2.107,    1.157,    1.304,    1.228,  2.584E-06
